Shape_Code,Length,Width,Height,R_Value,Window_Area,Occupants,Outside_Temp,Solar_Power,Wind_Speed,Previous_Temp,Inside_Temp,Solar_Gain,Heat_Loss
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-23.050973110579278,681.2653242294257,13.883952990984431,7.619769840428548,8.92911558098423,2903.9222671449024,567.1128071796334
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-25.814318515025683,331.01450373116137,13.522547595885726,8.92911558098423,9.363580965823637,1410.9633265425493,635.5662790909714
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-26.42718726106592,87.16905539113505,7.413896119400949,9.363580965823637,9.271770193954376,371.56178650751144,535.4178816438114
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-20.34176022126521,304.5092392339703,10.006764527961092,9.271770193954376,9.727346645605286,1297.9835152524065,484.90922251178495
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,9.995330006841186,150.8235392538588,19.433847480597464,9.727346645605286,10.09079867810823,642.8917170329778,-5.766709454159428
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-24.124387209397923,442.21906842929434,3.4095834601151087,10.09079867810823,10.902073549194423,1884.9774883528944,437.08276149354623
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,0.6753256966052312,605.531093716099,19.659696733374556,10.902073549194423,12.224286101417363,2581.1019054576386,221.32884902404572
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-4.477382008652086,355.6482133397189,0.3805696612409748,12.224286101417363,12.969624127027668,1515.9655559391263,185.74933025467124
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-5.822130236773809,429.8405081019699,8.338653634415888,12.969624127027668,13.83341004590793,1832.2133512520186,290.6013506145537
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-16.111116467382438,67.89953860415899,16.394444371542694,13.83341004590793,13.662355800025757,289.42465595838945,594.7077966627274
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-6.207651815349443,494.0842104670225,5.290443383480879,13.662355800025757,14.688755203527025,2106.05485057201,274.2240655369153
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-7.720295322613133,886.5535067954606,15.792991759650468,14.688755203527025,16.56091696741517,3778.9718305576703,437.6959666423085
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,1.0627794100123609,623.3519280758705,7.405588896614126,16.56091696741517,17.919838022525386,2657.0639658707028,231.77668034453595
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,6.138697880774835,507.4684087463819,15.165810758591302,17.919838022525386,19.005180377095286,2163.105561989439,226.07838658232012
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-27.679411346483647,683.9598243831641,0.4761003137527675,19.005180377095286,20.3464398946265,2915.4076880477155,521.6412199907602
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-26.466458507716155,1035.990467922857,4.843082826118483,20.3464398946265,22.46516485842122,4415.95319966398,634.6322046769309
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-26.516250447715972,122.24756713659977,17.625481969153658,22.46516485842122,22.193633939653417,521.0854269058806,1005.6908294333879
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-1.2397599166991213,54.247514489944294,9.641091489027868,22.193633939653417,22.11081754898019,231.23232558885434,379.0360104148705
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,6.235677146366058,1060.23024544281,9.110639808765228,22.11081754898019,24.501725750732355,4519.276276866607,252.18567527205704
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-19.229953946879405,53.37229468579607,3.4666623641654204,24.501725750732355,24.31541484672566,227.50166414533086,560.0135970078907
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-22.186268447336587,1066.4167437504207,19.19231112497371,24.31541484672566,26.305149605380336,4545.646487637932,994.5362935705742
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,2.427426704696174,657.3060185829759,8.397042761520968,26.305149605380336,27.66770951402093,2801.7947131691394,370.0131098399432
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-28.66467849452816,747.2845918076348,5.155935568543104,27.66770951402093,29.019201850146505,3185.3321883056574,773.303051686263
3,8.526778866718555,3.9333367703156092,2.5542539137838527,5.306743101818714,7.1042371791281855,0,-23.658192856189906,912.5367636249745,0.6479083786015161,29.019201850146505,30.8660983634183,3889.726562079511,593.5419791146116
5,4.582206674917064,5.912555257756699,2.875107813325218,3.2939185910079294,1.5723512084309395,2,-16.779809166913697,1064.9955806979556,17.562659289361612,11.83515276188295,11.868753006709568,1004.7282529704243,1116.6606482050654
5,4.582206674917064,5.912555257756699,2.875107813325218,3.2939185910079294,1.5723512084309395,2,1.1615147532679195,446.2383930759964,10.19244654990424,11.868753006709568,11.977539739630602,420.9860859607941,335.85164577913366
